,Unnamed: 0,lsoa11,index2019,LSOA Code,LSOA Name,Mid-2019 population,Area Sq Km,People per Sq Km
548,548,E01000559,-0.648662886,E01000559,Brent 018E,"1,550",0.11,13585
549,549,E01000560,-0.404169964,E01000560,Brent 023D,"1,657",0.21,7986
550,550,E01000561,-0.149525327,E01000561,Brent 023E,"1,836",0.12,15559
551,551,E01000562,-0.940585724,E01000562,Brent 008A,"1,452",0.31,4649
552,552,E01000563,-1.285371825,E01000563,Brent 008B,"1,419",0.38,3783
553,553,E01000564,-1.253219075,E01000564,Brent 013A,"1,691",0.2,8342
554,554,E01000565,-0.795549916,E01000565,Brent 013B,"1,617",0.19,8712
555,555,E01000566,-1.452169333,E01000566,Brent 008C,"1,507",0.21,7214
556,556,E01000567,-0.390039323,E01000567,Brent 016A,"1,308",0.21,6343
557,557,E01000568,-1.429072796,E01000568,Brent 008D,"2,930",0.81,3638
558,558,E01000569,-1.43200355,E01000569,Brent 008E,"1,417",0.38,3761
559,559,E01000570,-0.901002068,E01000570,Brent 012A,"1,681",0.13,12601
560,560,E01000571,-0.54649947,E01000571,Brent 012B,"1,677",0.35,4768
561,561,E01000572,-1.313852855,E01000572,Brent 007A,"1,389",0.22,6451
562,562,E01000573,-1.362446149,E01000573,Brent 007B,"1,610",0.24,6831
563,563,E01000574,-1.542319644,E01000574,Brent 007C,"1,451",0.22,6583
564,564,E01000575,-1.461061525,E01000575,Brent 007D,"1,984",0.27,7354
565,565,E01000576,-1.202080341,E01000576,Brent 012C,"1,724",0.29,5894
566,566,E01000577,-0.749509322,E01000577,Brent 007E,"2,438",0.35,7044
567,567,E01000578,0.1056544,E01000578,Brent 012D,"2,173",0.33,6581
568,568,E01000579,-0.094264938,E01000579,Brent 032A,"1,530",0.11,13564
569,569,E01000580,-0.523313374,E01000580,Brent 032B,"2,045",0.45,4590
570,570,E01000581,-0.916163065,E01000581,Brent 030E,"1,426",0.17,8601
571,571,E01000582,-0.709550724,E01000582,Brent 032C,"1,712",0.19,8848
572,572,E01000583,-0.680257441,E01000583,Brent 032D,"2,128",0.2,10896
573,573,E01000584,-0.647130087,E01000584,Brent 033E,"1,613",0.13,12822
574,574,E01000585,-0.661845794,E01000585,Brent 033F,"1,717",0.1,17119
575,575,E01000586,-0.268775244,E01000586,Brent 032E,"2,591",0.15,17343
576,576,E01000587,-0.58030731,E01000587,Brent 001A,"1,605",0.2,8106
577,577,E01000588,-0.632513814,E01000588,Brent 002E,"2,520",0.35,7198
